onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.013	3.982	5.528	2.0	survey_medley	reverse	66,89,71,82,77	I wish I had more self-discipline.	66,89,71,82,77	4.515	brief	Q15	s629	False
10.087	3.982	15.732	2.0	survey_medley	forward	66,89	Do you sometimes like doing things that are a bit frightening?	66,89,71,82,77	5.645	impulsive_venture	Q39	s629	False
20.385	3.982	24.433	1.0	survey_medley	reverse	66,89,71,82,77	As I get older, I begin to experience time as limited.	66,89,71,82,77	4.048	future_time	Q31	s629	False
32.179	3.982	35.376	4.0	survey_medley	forward	66,89,71,82,77	I am good at resisting temptation.	66,89,71,82,77	3.197	brief	Q09	s629	False
41.39	3.982	46.937	3.0	survey_medley	forward	66,89,71,82	I tend to act without thinking when I am really excited.	66,89,71,82,77	5.547	upps	Q37	s629	False
50.871	3.982	53.661	4.0	survey_medley	forward	66,89,71,82,77	I am diligent.	66,89,71,82,77	2.79	grit	Q08	s629	False
60.828	3.982	66.588	1.0	survey_medley	reverse	66,89,71,82,77	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	5.76	grit	Q05	s629	False
72.69	3.982	78.369	3.0	survey_medley	forward	66,89,71,82	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82,77	5.679	upps	Q35	s629	False
81.9	3.982	86.4	4.0	survey_medley	reverse	66,89,71,82,77	I often act without thinking through all the alternatives.	66,89,71,82,77	4.5	brief	Q21	s629	False
93.422	3.982	96.413	3.0	survey_medley	reverse	66,89,71,82,77	I have trouble concentrating.	66,89,71,82,77	2.991	brief	Q18	s629	False
102.427	3.982	106.355	5.0	survey_medley	forward	66,89,71,82,77	Most of my life lies ahead of me.	66,89,71,82,77	3.928	future_time	Q25	s629	False
111.569	3.982	115.749	3.0	survey_medley	reverse	66,89,71,82,77	I have a hard time breaking bad habits.	66,89,71,82,77	4.18	brief	Q10	s629	False
121.187	3.982	126.08	3.0	survey_medley	reverse	66,89,71,82,77	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	4.893	grit	Q06	s629	False
130.805	3.982	136.926	3.0	survey_medley	forward	66,89,71,82	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82,77	6.121	upps	Q32	s629	False
141.103	3.982	146.252	2.0	survey_medley	reverse	66,89,71,82,77	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	5.149	grit	Q01	s629	False
151.198	3.982	155.833	2.0	survey_medley	reverse	66,89,71,82,77	I have the sense that time is running out.	66,89,71,82,77	4.635	future_time	Q29	s629	False
160.272	3.982	164.216	5.0	survey_medley	forward	66,89,71,82,77	I refuse things that are bad for me.	66,89,71,82,77	3.944	brief	Q14	s629	False
170.433	3.982	175.727	3.0	survey_medley	forward	66,89,71,82	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82,77	5.294	upps	Q33	s629	False
180.323	3.982	183.721	3.0	survey_medley	forward	66,89,71,82,77	My future seems infinite to me.	66,89,71,82,77	3.398	future_time	Q26	s629	False
190.009	3.982	195.239	2.0	survey_medley	forward	66,89,71,82	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82,77	5.23	upps	Q34	s629	False
199.559	3.982	204.288	4.0	survey_medley	forward	66,89,71,82,77	I am able to work effectively toward long-term goals.	66,89,71,82,77	4.729	brief	Q19	s629	False
210.876	3.982	214.723	4.0	survey_medley	reverse	66,89,71,82,77	I say inappropriate things.	66,89,71,82,77	3.847	brief	Q12	s629	False
220.494	3.982	225.728	1.0	survey_medley	forward	66,89,71,82	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82,77	5.234	upps	Q36	s629	False
229.704	3.982	235.086	5.0	survey_medley	forward	66,89,71,82,77	I expect that I will set many new goals in the future.	66,89,71,82,77	5.382	future_time	Q23	s629	False
